Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Amount (EUR),Warehouse,Order Status,Lead Time (Days),Carrier
141,63,Male,Hoodie,Clothing,Dresden,L,Yellow,Fall,3.9,Yes,DHL Express,Yes,Yes,50,Mastercard,Weekly,25.76,Herzogenaurach DC,Returned,7,DHL
142,56,Male,Hoodie,Accessories,Berlin,M,Turquoise,Fall,4.9,Yes,DHL Express,Yes,Yes,45,Klarna,Weekly,42.32,Nuremberg DC,In Transit,7,DHL
143,37,Male,Football Jersey,Outerwear,Erlangen,L,Violet,Fall,3.1,Yes,Store Pickup,Yes,Yes,33,Visa,Fortnightly,53.36,Herzogenaurach DC,Processing,1,Store
144,30,Male,Sports Socks,Outerwear,Munich,M,Beige,Fall,2.7,Yes,GLS Parcel,Yes,Yes,25,Google Pay,Quarterly,44.16,Nuremberg DC,Returned,5,GLS
145,19,Male,Training Shorts,Footwear,Munich,M,Silver,Fall,3.2,Yes,Store Pickup,Yes,Yes,25,Klarna,Monthly,39.56,Herzogenaurach DC,Returned,4,Store
146,24,Male,Sports Socks,Accessories,Frankfurt,M,Teal,Fall,4.5,Yes,DHL Standard,Yes,Yes,44,PayPal,Quarterly,87.4,Leipzig DC,Delivered,4,DHL
147,52,Male,Running T-Shirt,Clothing,Bremen,S,Black,Fall,4.0,Yes,Store Pickup,Yes,Yes,21,PayPal,Fortnightly,27.6,Herzogenaurach DC,Returned,4,Store
148,63,Male,Running T-Shirt,Footwear,Dresden,M,Purple,Summer,3.5,Yes,GLS Parcel,Yes,Yes,31,Klarna,Fortnightly,58.88,Nuremberg DC,Returned,3,GLS
149,37,Male,Hoodie,Accessories,Dusseldorf,M,Gray,Fall,2.6,Yes,DHL Standard,Yes,Yes,47,PayPal,Annually,82.8,Leipzig DC,Returned,5,DHL
150,38,Male,Adilette Slides,Clothing,Dresden,M,White,Summer,3.2,Yes,GLS Parcel,Yes,Yes,14,Visa,Monthly,69.92,Herzogenaurach DC,In Transit,6,GLS
151,35,Male,Football Jersey,Footwear,Frankfurt,L,Cyan,Fall,4.9,Yes,DPD Classic,Yes,Yes,17,Mastercard,Every 3 Months,88.32,Hamburg DC,Delivered,3,DPD
152,28,Male,Gym Bag,Accessories,Munich,L,Turquoise,Fall,4.5,Yes,DHL Express,Yes,Yes,3,Google Pay,Annually,43.24,Hamburg DC,In Transit,7,DHL
153,30,Male,Ultraboost Shoes,Clothing,Hanover,S,Brown,Summer,4.3,Yes,DHL Express,Yes,Yes,42,Visa,Annually,78.2,Hamburg DC,In Transit,6,DHL
154,69,Male,Gym Bag,Clothing,Bremen,M,Maroon,Winter,3.2,Yes,Hermes Standard,Yes,Yes,22,Visa,Annually,50.6,Leipzig DC,Processing,5,Hermes
155,41,Male,Sports Socks,Clothing,Stuttgart,M,Charcoal,Fall,3.6,Yes,DHL Standard,Yes,Yes,21,Google Pay,Quarterly,90.16,Nuremberg DC,In Transit,5,DHL
156,63,Male,Football Jersey,Clothing,Bremen,S,Olive,Spring,4.3,Yes,DPD Classic,Yes,Yes,21,SEPA Direct Debit,Quarterly,70.84,Nuremberg DC,In Transit,3,DPD
157,35,Male,Tiro Pants,Clothing,Erlangen,M,Lavender,Fall,4.0,Yes,DHL Express,Yes,Yes,40,PayPal,Annually,23.92,Hamburg DC,Delivered,5,DHL
158,36,Male,Running T-Shirt,Accessories,Cologne,S,Yellow,Fall,3.0,Yes,DPD Classic,Yes,Yes,1,Mastercard,Fortnightly,62.56,Herzogenaurach DC,In Transit,6,DPD
159,25,Male,Gym Bag,Clothing,Frankfurt,XL,Teal,Fall,4.1,Yes,DHL Standard,Yes,Yes,50,Mastercard,Monthly,67.16,Hamburg DC,Returned,4,DHL
160,58,Male,Hoodie,Accessories,Frankfurt,M,Charcoal,Fall,3.8,Yes,DPD Classic,Yes,Yes,39,Klarna,Every 3 Months,24.84,Hamburg DC,In Transit,5,DPD
161,27,Male,Ultraboost Shoes,Accessories,Dresden,M,Orange,Summer,4.6,Yes,GLS Parcel,Yes,Yes,34,Apple Pay,Monthly,21.16,Hamburg DC,Processing,1,GLS
162,65,Male,Ultraboost Shoes,Accessories,Erlangen,M,Olive,Fall,3.0,Yes,DHL Express,Yes,Yes,29,Google Pay,Fortnightly,45.08,Leipzig DC,Processing,7,DHL
163,54,Male,Hoodie,Accessories,Berlin,M,Turquoise,Summer,3.0,Yes,DHL Standard,Yes,Yes,31,Mastercard,Bi-Weekly,68.08,Hamburg DC,Returned,5,DHL
164,54,Male,Track Jacket,Clothing,Nuremberg,M,Purple,Summer,3.4,Yes,DHL Standard,Yes,Yes,8,Mastercard,Weekly,61.64,Nuremberg DC,Processing,5,DHL
165,59,Male,Sports Socks,Accessories,Munich,S,Purple,Spring,2.6,Yes,DHL Express,Yes,Yes,5,Apple Pay,Fortnightly,59.8,Leipzig DC,Delivered,7,DHL
166,42,Male,Adilette Slides,Accessories,Bremen,S,Yellow,Winter,2.8,Yes,Hermes Standard,Yes,Yes,7,SEPA Direct Debit,Monthly,55.2,Nuremberg DC,Processing,7,Hermes
167,46,Male,Track Jacket,Footwear,Erlangen,XL,Indigo,Fall,4.0,Yes,Hermes Standard,Yes,Yes,30,SEPA Direct Debit,Monthly,28.52,Nuremberg DC,Returned,6,Hermes
168,33,Male,Sports Socks,Accessories,Erlangen,M,Green,Fall,4.0,Yes,GLS Parcel,Yes,Yes,14,Klarna,Every 3 Months,24.84,Hamburg DC,Returned,1,GLS
169,34,Male,Gym Bag,Footwear,Erlangen,M,Magenta,Summer,3.0,Yes,DPD Classic,Yes,Yes,5,Visa,Fortnightly,73.6,Nuremberg DC,In Transit,4,DPD
170,27,Male,Adilette Slides,Outerwear,Herzogenaurach,S,Gold,Summer,3.3,Yes,DPD Classic,Yes,Yes,3,Klarna,Every 3 Months,27.6,Herzogenaurach DC,Processing,5,DPD
171,52,Male,Stan Smith Sneakers,Clothing,Dresden,M,Maroon,Fall,2.6,Yes,GLS Parcel,Yes,Yes,46,PayPal,Bi-Weekly,23.0,Hamburg DC,Processing,3,GLS
172,29,Male,Adilette Slides,Clothing,Dusseldorf,M,Blue,Summer,3.6,Yes,DHL Standard,Yes,Yes,4,Mastercard,Weekly,32.2,Hamburg DC,In Transit,7,DHL
173,54,Male,Hoodie,Accessories,Hanover,M,Violet,Summer,3.9,Yes,DPD Classic,Yes,Yes,42,Google Pay,Bi-Weekly,61.64,Nuremberg DC,Returned,3,DPD
174,25,Male,Gym Bag,Accessories,Nuremberg,M,Turquoise,Fall,3.4,Yes,Store Pickup,Yes,Yes,30,Visa,Annually,42.32,Leipzig DC,In Transit,2,Store
175,41,Male,Hoodie,Footwear,Herzogenaurach,L,Brown,Winter,3.5,Yes,Store Pickup,Yes,Yes,37,PayPal,Annually,32.2,Leipzig DC,Processing,4,Store
176,53,Male,Training Shorts,Outerwear,Cologne,L,Violet,Fall,2.8,Yes,GLS Parcel,Yes,Yes,2,Klarna,Annually,79.12,Hamburg DC,Returned,4,GLS
177,53,Male,Running T-Shirt,Accessories,Augsburg,L,Black,Spring,2.7,Yes,DHL Express,Yes,Yes,30,Apple Pay,Quarterly,74.52,Nuremberg DC,Delivered,3,DHL
178,21,Male,Sports Socks,Clothing,Hanover,L,Magenta,Fall,3.7,Yes,DPD Classic,Yes,Yes,47,Mastercard,Monthly,38.64,Hamburg DC,Processing,7,DPD
179,61,Male,Sports Socks,Clothing,Cologne,L,Lavender,Fall,4.3,Yes,DPD Classic,Yes,Yes,21,Klarna,Quarterly,39.56,Leipzig DC,Processing,4,DPD
180,64,Male,Adilette Slides,Footwear,Bremen,M,Violet,Fall,4.9,Yes,DHL Standard,Yes,Yes,9,PayPal,Fortnightly,28.52,Nuremberg DC,In Transit,4,DHL
181,51,Male,Adilette Slides,Footwear,Dresden,L,Green,Fall,3.3,Yes,DHL Standard,Yes,Yes,12,PayPal,Fortnightly,74.52,Leipzig DC,Processing,4,DHL
182,32,Male,Track Jacket,Clothing,Cologne,M,Beige,Summer,4.7,Yes,DPD Classic,Yes,Yes,4,SEPA Direct Debit,Weekly,56.12,Herzogenaurach DC,Delivered,1,DPD
183,38,Male,Backpack,Accessories,Frankfurt,XL,Purple,Summer,2.8,Yes,DHL Express,Yes,Yes,10,Mastercard,Annually,88.32,Nuremberg DC,Delivered,6,DHL
184,58,Male,Football Jersey,Clothing,Stuttgart,XL,Beige,Spring,3.6,Yes,DHL Express,Yes,Yes,26,Visa,Weekly,26.68,Hamburg DC,Returned,4,DHL
185,32,Male,Training Shorts,Footwear,Erlangen,L,Cyan,Spring,3.0,Yes,GLS Parcel,Yes,Yes,40,Google Pay,Fortnightly,30.36,Nuremberg DC,Delivered,7,GLS
186,46,Male,Stan Smith Sneakers,Clothing,Hanover,XL,Silver,Summer,4.5,Yes,DHL Express,Yes,Yes,34,Klarna,Fortnightly,29.44,Hamburg DC,Processing,5,DHL
187,39,Male,Stan Smith Sneakers,Accessories,Stuttgart,S,Lavender,Summer,2.9,Yes,DPD Classic,Yes,Yes,31,Mastercard,Annually,51.52,Leipzig DC,Processing,7,DPD
188,19,Male,Backpack,Footwear,Dresden,S,Purple,Spring,3.3,Yes,DHL Express,Yes,Yes,1,Mastercard,Bi-Weekly,86.48,Leipzig DC,Returned,5,DHL
189,50,Male,Running T-Shirt,Clothing,Nuremberg,M,Pink,Spring,3.1,Yes,GLS Parcel,Yes,Yes,5,Apple Pay,Bi-Weekly,48.76,Hamburg DC,Processing,6,GLS
190,36,Male,Football Jersey,Clothing,Frankfurt,M,Maroon,Fall,4.4,Yes,Store Pickup,Yes,Yes,4,Klarna,Weekly,75.44,Hamburg DC,Processing,6,Store
191,65,Male,Hoodie,Outerwear,Bremen,XL,Beige,Fall,3.0,Yes,DPD Classic,Yes,Yes,48,Google Pay,Quarterly,64.4,Leipzig DC,Returned,6,DPD
192,64,Male,Hoodie,Accessories,Stuttgart,M,Gray,Fall,3.9,Yes,Store Pickup,Yes,Yes,29,SEPA Direct Debit,Every 3 Months,69.92,Hamburg DC,In Transit,1,Store
193,46,Male,Adilette Slides,Footwear,Erlangen,L,Turquoise,Summer,2.9,Yes,Hermes Standard,Yes,Yes,12,PayPal,Bi-Weekly,26.68,Nuremberg DC,Processing,6,Hermes
194,36,Male,Adilette Slides,Accessories,Stuttgart,S,Silver,Fall,3.0,Yes,DHL Standard,Yes,Yes,29,Apple Pay,Annually,92.0,Nuremberg DC,Processing,6,DHL
195,51,Male,Gym Bag,Accessories,Cologne,M,Olive,Spring,3.1,Yes,Hermes Standard,Yes,Yes,15,SEPA Direct Debit,Quarterly,86.48,Leipzig DC,Processing,7,Hermes
196,51,Male,Gym Bag,Outerwear,Hanover,M,Magenta,Fall,4.3,Yes,DHL Standard,Yes,Yes,34,SEPA Direct Debit,Monthly,23.0,Nuremberg DC,Processing,2,DHL
197,38,Male,Backpack,Footwear,Dusseldorf,M,Lavender,Summer,3.9,Yes,Store Pickup,Yes,Yes,41,SEPA Direct Debit,Fortnightly,80.96,Leipzig DC,Returned,3,Store
198,59,Male,Gym Bag,Accessories,Cologne,M,Black,Fall,3.2,Yes,DHL Standard,Yes,Yes,41,Visa,Monthly,71.76,Hamburg DC,In Transit,4,DHL
199,57,Male,Track Jacket,Accessories,Hamburg,M,Turquoise,Winter,4.8,Yes,GLS Parcel,Yes,Yes,39,Google Pay,Fortnightly,41.4,Nuremberg DC,Processing,4,GLS
200,54,Male,Hoodie,Accessories,Berlin,XL,Green,Summer,3.8,Yes,Hermes Standard,Yes,Yes,32,Google Pay,Weekly,67.16,Leipzig DC,In Transit,5,Hermes
201,25,Male,Hoodie,Clothing,Hanover,S,Teal,Summer,3.3,Yes,Hermes Standard,Yes,Yes,29,SEPA Direct Debit,Monthly,56.12,Hamburg DC,Processing,5,Hermes
202,69,Male,Training Shorts,Clothing,Hamburg,S,Beige,Fall,4.3,Yes,DHL Express,Yes,Yes,15,Klarna,Annually,20.24,Hamburg DC,Returned,4,DHL
203,57,Male,Sports Socks,Accessories,Bremen,L,Magenta,Spring,2.7,Yes,Store Pickup,Yes,Yes,33,Apple Pay,Annually,34.96,Herzogenaurach DC,Processing,6,Store
204,70,Male,Sports Socks,Accessories,Erlangen,S,Yellow,Fall,3.2,Yes,DPD Classic,Yes,Yes,18,Apple Pay,Weekly,34.96,Hamburg DC,Processing,4,DPD
205,24,Male,Backpack,Footwear,Cologne,M,Yellow,Fall,4.0,Yes,DHL Express,Yes,Yes,35,PayPal,Bi-Weekly,92.0,Nuremberg DC,Processing,2,DHL
206,67,Male,Football Jersey,Clothing,Munich,M,Silver,Winter,3.0,Yes,Hermes Standard,Yes,Yes,25,Google Pay,Weekly,58.88,Hamburg DC,In Transit,7,Hermes
207,24,Male,Track Jacket,Clothing,Nuremberg,L,Silver,Summer,4.2,Yes,GLS Parcel,Yes,Yes,6,Google Pay,Fortnightly,50.6,Leipzig DC,Processing,4,GLS
208,62,Male,Tiro Pants,Accessories,Dresden,M,Silver,Summer,2.9,Yes,DHL Standard,Yes,Yes,17,SEPA Direct Debit,Bi-Weekly,83.72,Hamburg DC,Delivered,7,DHL
209,57,Male,Gym Bag,Clothing,Hanover,M,Gold,Spring,4.1,Yes,Hermes Standard,Yes,Yes,17,Google Pay,Monthly,34.96,Herzogenaurach DC,In Transit,5,Hermes
210,55,Male,Ultraboost Shoes,Footwear,Berlin,S,Olive,Winter,3.2,Yes,DPD Classic,Yes,Yes,44,Mastercard,Every 3 Months,89.24,Herzogenaurach DC,Processing,1,DPD
211,45,Male,Training Shorts,Outerwear,Cologne,L,Teal,Fall,3.0,Yes,DPD Classic,Yes,Yes,6,Google Pay,Fortnightly,20.24,Herzogenaurach DC,Returned,5,DPD
212,69,Male,Gym Bag,Clothing,Stuttgart,L,Maroon,Fall,4.2,Yes,Store Pickup,Yes,Yes,45,SEPA Direct Debit,Fortnightly,84.64,Hamburg DC,Delivered,1,Store
213,67,Male,Sports Socks,Accessories,Leipzig,L,Blue,Fall,4.2,Yes,DPD Classic,Yes,Yes,7,Klarna,Annually,77.28,Nuremberg DC,In Transit,3,DPD
214,30,Male,Ultraboost Shoes,Accessories,Hanover,L,Peach,Fall,4.4,Yes,DPD Classic,Yes,Yes,11,Visa,Every 3 Months,85.56,Herzogenaurach DC,Returned,4,DPD
215,24,Male,Sports Socks,Outerwear,Dresden,L,Blue,Summer,4.2,Yes,DHL Standard,Yes,Yes,41,PayPal,Every 3 Months,46.0,Leipzig DC,Delivered,2,DHL
216,62,Male,Stan Smith Sneakers,Accessories,Herzogenaurach,S,Orange,Spring,2.8,Yes,DHL Standard,Yes,Yes,24,PayPal,Bi-Weekly,58.88,Nuremberg DC,In Transit,1,DHL
217,43,Male,Sports Socks,Clothing,Frankfurt,L,Yellow,Spring,3.7,Yes,GLS Parcel,Yes,Yes,21,Mastercard,Weekly,56.12,Hamburg DC,Delivered,3,GLS
218,35,Male,Hoodie,Accessories,Bremen,M,Purple,Winter,3.5,Yes,DHL Standard,Yes,Yes,24,Visa,Annually,44.16,Nuremberg DC,Delivered,4,DHL
219,28,Male,Backpack,Clothing,Herzogenaurach,S,Magenta,Spring,2.9,Yes,Hermes Standard,Yes,Yes,8,PayPal,Quarterly,41.4,Hamburg DC,Returned,1,Hermes
220,32,Male,Running T-Shirt,Accessories,Erlangen,M,Cyan,Spring,3.0,Yes,DHL Express,Yes,Yes,12,Mastercard,Fortnightly,80.96,Hamburg DC,Delivered,4,DHL
221,39,Male,Training Shorts,Footwear,Augsburg,S,Indigo,Spring,3.7,Yes,Store Pickup,Yes,Yes,48,Klarna,Fortnightly,52.44,Hamburg DC,Processing,5,Store
222,28,Male,Hoodie,Accessories,Munich,XL,Magenta,Summer,4.4,Yes,GLS Parcel,Yes,Yes,6,SEPA Direct Debit,Quarterly,62.56,Hamburg DC,Delivered,4,GLS
223,47,Male,Sports Socks,Accessories,Dresden,XL,Gray,Spring,4.5,Yes,DPD Classic,Yes,Yes,14,Klarna,Fortnightly,86.48,Hamburg DC,In Transit,7,DPD
224,20,Male,Adilette Slides,Clothing,Stuttgart,M,Turquoise,Spring,4.8,Yes,DHL Express,Yes,Yes,34,Apple Pay,Annually,37.72,Hamburg DC,Processing,1,DHL
225,63,Male,Ultraboost Shoes,Clothing,Erlangen,S,Beige,Summer,2.9,Yes,DHL Standard,Yes,Yes,12,Apple Pay,Every 3 Months,76.36,Hamburg DC,Delivered,4,DHL
226,25,Male,Football Jersey,Outerwear,Cologne,M,Olive,Spring,3.2,Yes,DHL Express,Yes,Yes,11,Visa,Annually,20.24,Herzogenaurach DC,Delivered,1,DHL
227,29,Male,Training Shorts,Footwear,Herzogenaurach,L,Violet,Spring,3.3,Yes,DHL Standard,Yes,Yes,5,Klarna,Monthly,68.08,Nuremberg DC,In Transit,1,DHL
228,50,Male,Gym Bag,Clothing,Dusseldorf,M,Turquoise,Winter,4.2,Yes,Store Pickup,Yes,Yes,25,SEPA Direct Debit,Fortnightly,82.8,Hamburg DC,Delivered,1,Store
229,18,Male,Track Jacket,Clothing,Berlin,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11,Mastercard,Annually,72.68,Hamburg DC,Delivered,1,Store
230,70,Male,Football Jersey,Footwear,Leipzig,S,Silver,Spring,4.6,Yes,DHL Standard,Yes,Yes,27,Mastercard,Every 3 Months,25.76,Leipzig DC,Returned,7,DHL
231,66,Male,Ultraboost Shoes,Accessories,Erlangen,L,Olive,Fall,4.1,Yes,DPD Classic,Yes,Yes,43,Mastercard,Annually,80.96,Nuremberg DC,In Transit,7,DPD
232,28,Male,Ultraboost Shoes,Clothing,Munich,M,Blue,Spring,3.1,Yes,DHL Standard,Yes,Yes,18,Google Pay,Every 3 Months,23.92,Hamburg DC,In Transit,4,DHL
233,54,Male,Stan Smith Sneakers,Accessories,Erlangen,L,Purple,Winter,4.2,Yes,DHL Express,Yes,Yes,32,Visa,Bi-Weekly,24.84,Herzogenaurach DC,Delivered,7,DHL
234,19,Male,Running T-Shirt,Clothing,Dusseldorf,XL,Yellow,Fall,4.5,Yes,DHL Standard,Yes,Yes,27,Google Pay,Every 3 Months,76.36,Herzogenaurach DC,Delivered,6,DHL
235,20,Male,Football Jersey,Accessories,Hamburg,S,Silver,Summer,3.7,Yes,DHL Standard,Yes,Yes,24,Visa,Weekly,35.88,Nuremberg DC,Processing,1,DHL
236,43,Male,Running T-Shirt,Accessories,Cologne,M,Cyan,Winter,3.7,Yes,DHL Standard,Yes,Yes,31,SEPA Direct Debit,Quarterly,81.88,Herzogenaurach DC,Processing,5,DHL
237,38,Male,Training Shorts,Outerwear,Dusseldorf,L,Green,Winter,3.4,Yes,Store Pickup,Yes,Yes,39,Klarna,Fortnightly,62.56,Nuremberg DC,Delivered,7,Store
238,50,Male,Football Jersey,Clothing,Bremen,M,Beige,Summer,3.0,Yes,DHL Standard,Yes,Yes,36,Visa,Fortnightly,82.8,Hamburg DC,Returned,7,DHL
239,64,Male,Hoodie,Clothing,Munich,M,Peach,Fall,4.2,Yes,DPD Classic,Yes,Yes,5,Apple Pay,Annually,31.28,Herzogenaurach DC,Processing,6,DPD
240,49,Male,Gym Bag,Clothing,Hamburg,L,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,47,Google Pay,Bi-Weekly,46.92,Herzogenaurach DC,In Transit,6,Store
241,47,Male,Sports Socks,Clothing,Hamburg,XL,Turquoise,Winter,3.5,Yes,Hermes Standard,Yes,Yes,29,PayPal,Fortnightly,41.4,Hamburg DC,Processing,3,Hermes
242,36,Male,Sports Socks,Clothing,Stuttgart,M,Peach,Winter,4.1,Yes,DHL Standard,Yes,Yes,43,Visa,Bi-Weekly,80.96,Herzogenaurach DC,Returned,6,DHL
243,55,Male,Football Jersey,Outerwear,Cologne,L,Gray,Summer,4.3,Yes,DPD Classic,Yes,Yes,40,Klarna,Every 3 Months,78.2,Hamburg DC,Processing,7,DPD
244,25,Male,Football Jersey,Accessories,Frankfurt,M,Olive,Winter,2.8,Yes,GLS Parcel,Yes,Yes,4,Klarna,Monthly,92.0,Nuremberg DC,In Transit,3,GLS
245,53,Male,Sports Socks,Accessories,Dusseldorf,S,Indigo,Spring,4.9,Yes,GLS Parcel,Yes,Yes,39,Visa,Weekly,38.64,Herzogenaurach DC,Delivered,2,GLS
246,49,Male,Adilette Slides,Footwear,Augsburg,L,Charcoal,Summer,3.3,Yes,GLS Parcel,Yes,Yes,45,Visa,Fortnightly,48.76,Herzogenaurach DC,Processing,6,GLS
247,35,Male,Football Jersey,Accessories,Leipzig,XL,Beige,Spring,3.2,Yes,DHL Standard,Yes,Yes,20,Mastercard,Bi-Weekly,79.12,Nuremberg DC,In Transit,2,DHL
248,29,Male,Gym Bag,Clothing,Cologne,XL,Brown,Spring,4.4,Yes,Hermes Standard,Yes,Yes,14,PayPal,Weekly,60.72,Nuremberg DC,Delivered,2,Hermes
249,47,Male,Stan Smith Sneakers,Accessories,Nuremberg,M,Blue,Winter,4.8,Yes,Hermes Standard,Yes,Yes,33,PayPal,Weekly,92.0,Herzogenaurach DC,Returned,6,Hermes
250,53,Male,Running T-Shirt,Accessories,Nuremberg,S,Teal,Fall,4.2,Yes,GLS Parcel,Yes,Yes,18,Mastercard,Annually,43.24,Hamburg DC,Returned,7,GLS
251,33,Male,Tiro Pants,Clothing,Herzogenaurach,L,Black,Fall,4.0,Yes,DHL Express,Yes,Yes,9,PayPal,Weekly,23.0,Hamburg DC,Delivered,4,DHL
252,21,Male,Training Shorts,Accessories,Dusseldorf,XL,Gold,Winter,2.5,Yes,Hermes Standard,Yes,Yes,34,Google Pay,Annually,46.92,Herzogenaurach DC,In Transit,6,Hermes
253,32,Male,Adilette Slides,Clothing,Nuremberg,M,Violet,Summer,3.9,Yes,Store Pickup,Yes,Yes,33,Klarna,Fortnightly,37.72,Herzogenaurach DC,Delivered,1,Store
254,52,Male,Track Jacket,Footwear,Hamburg,L,Cyan,Winter,4.9,Yes,DPD Classic,Yes,Yes,15,Mastercard,Bi-Weekly,67.16,Herzogenaurach DC,In Transit,7,DPD
255,67,Male,Football Jersey,Accessories,Berlin,M,White,Winter,3.5,Yes,DPD Classic,Yes,Yes,4,Google Pay,Bi-Weekly,38.64,Nuremberg DC,Returned,4,DPD
256,43,Male,Training Shorts,Accessories,Dresden,M,Charcoal,Spring,4.2,Yes,DPD Classic,Yes,Yes,25,Klarna,Annually,18.4,Nuremberg DC,Processing,3,DPD
257,58,Male,Ultraboost Shoes,Accessories,Cologne,XL,Violet,Spring,4.7,Yes,GLS Parcel,Yes,Yes,20,Google Pay,Every 3 Months,27.6,Nuremberg DC,In Transit,2,GLS
258,20,Male,Ultraboost Shoes,Accessories,Berlin,M,Red,Summer,4.5,Yes,DHL Standard,Yes,Yes,5,PayPal,Quarterly,48.76,Hamburg DC,Delivered,1,DHL
259,61,Male,Track Jacket,Accessories,Herzogenaurach,S,Lavender,Spring,2.8,Yes,DHL Express,Yes,Yes,16,Visa,Quarterly,68.08,Herzogenaurach DC,Processing,7,DHL
260,32,Male,Sports Socks,Clothing,Hamburg,M,Gold,Fall,2.9,Yes,Store Pickup,Yes,Yes,13,Mastercard,Annually,52.44,Nuremberg DC,Delivered,4,Store
261,38,Male,Training Shorts,Accessories,Cologne,S,Red,Winter,3.2,Yes,DHL Standard,Yes,Yes,11,Apple Pay,Every 3 Months,52.44,Nuremberg DC,In Transit,4,DHL
262,21,Male,Training Shorts,Clothing,Frankfurt,L,Magenta,Winter,4.9,Yes,DHL Express,Yes,Yes,21,Apple Pay,Annually,70.84,Leipzig DC,Processing,4,DHL
263,37,Male,Ultraboost Shoes,Clothing,Hanover,M,Teal,Summer,,Yes,Hermes Standard,Yes,Yes,6,Apple Pay,Annually,36.8,Nuremberg DC,Processing,7,Hermes
264,27,Male,Gym Bag,Clothing,Frankfurt,M,Purple,Summer,4.3,Yes,DPD Classic,Yes,Yes,29,PayPal,Monthly,42.32,Leipzig DC,Delivered,1,DPD
265,36,Male,Ultraboost Shoes,Clothing,Hanover,S,Charcoal,Fall,3.9,Yes,DPD Classic,Yes,Yes,15,Mastercard,Annually,71.76,Herzogenaurach DC,Returned,5,DPD
266,32,Male,Hoodie,Accessories,Bremen,M,Gray,Spring,3.2,Yes,GLS Parcel,Yes,Yes,17,Apple Pay,Bi-Weekly,54.28,Leipzig DC,Processing,4,GLS
267,51,Male,Tiro Pants,Accessories,Dresden,L,White,Summer,3.1,Yes,DHL Standard,Yes,Yes,32,Apple Pay,Weekly,69.0,Herzogenaurach DC,Processing,6,DHL
268,64,Male,Backpack,Clothing,Augsburg,M,Olive,Spring,3.9,Yes,Store Pickup,Yes,Yes,42,Apple Pay,Annually,49.68,Hamburg DC,Processing,4,Store
269,68,Male,Stan Smith Sneakers,Footwear,Herzogenaurach,M,Charcoal,Spring,2.6,Yes,GLS Parcel,Yes,Yes,21,Visa,Monthly,38.64,Herzogenaurach DC,In Transit,3,GLS
270,68,Male,Football Jersey,Clothing,Hanover,M,Charcoal,Winter,3.3,Yes,DHL Standard,Yes,Yes,9,Visa,Bi-Weekly,40.48,Herzogenaurach DC,Processing,1,DHL
271,33,Male,Ultraboost Shoes,Clothing,Cologne,XL,Orange,Fall,4.6,Yes,DPD Classic,Yes,Yes,16,Visa,Annually,47.84,Hamburg DC,Processing,2,DPD
272,65,Male,Adilette Slides,Accessories,Erlangen,XL,Yellow,Summer,4.6,Yes,GLS Parcel,Yes,Yes,42,Apple Pay,Fortnightly,63.48,Herzogenaurach DC,Returned,3,GLS
273,48,Male,Training Shorts,Accessories,Cologne,M,Beige,Summer,4.4,Yes,DHL Standard,Yes,Yes,37,Google Pay,Bi-Weekly,23.92,Hamburg DC,Returned,3,DHL
274,69,Male,Track Jacket,Outerwear,Augsburg,S,Silver,Spring,4.2,Yes,GLS Parcel,Yes,Yes,32,Apple Pay,Quarterly,30.36,Herzogenaurach DC,In Transit,2,GLS
275,59,Male,Sports Socks,Accessories,Stuttgart,M,Indigo,Spring,3.0,Yes,DHL Express,Yes,Yes,28,Klarna,Bi-Weekly,29.44,Leipzig DC,Delivered,1,DHL
276,48,Male,Gym Bag,Accessories,Erlangen,XL,Lavender,Winter,4.0,Yes,DHL Express,Yes,Yes,13,Visa,Weekly,78.2,Nuremberg DC,Processing,1,DHL
277,25,Male,Adilette Slides,Clothing,Dusseldorf,XL,Turquoise,Fall,3.5,Yes,GLS Parcel,Yes,Yes,11,Visa,Fortnightly,27.6,Hamburg DC,Delivered,5,GLS
278,29,Male,Football Jersey,Clothing,Frankfurt,M,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36,SEPA Direct Debit,Bi-Weekly,26.68,Herzogenaurach DC,Delivered,4,Store
279,57,Male,Stan Smith Sneakers,Clothing,Augsburg,M,Orange,Spring,3.7,Yes,DHL Standard,Yes,Yes,23,SEPA Direct Debit,Annually,87.4,Leipzig DC,Returned,4,DHL
280,23,Male,Backpack,Footwear,Munich,L,Turquoise,Summer,4.0,Yes,DHL Standard,Yes,Yes,37,Klarna,Monthly,63.48,Leipzig DC,Delivered,6,DHL
281,45,Male,Track Jacket,Footwear,Augsburg,S,Cyan,Fall,4.2,Yes,DHL Express,Yes,Yes,21,Mastercard,Bi-Weekly,63.48,Herzogenaurach DC,Returned,3,DHL
282,38,Male,Training Shorts,Accessories,Hamburg,XL,Charcoal,Spring,2.5,Yes,DPD Classic,Yes,Yes,22,PayPal,Bi-Weekly,56.12,Leipzig DC,Delivered,5,DPD
